BRO,Broward,10866,11/3/2020,2020 General Election,A001,A001,4362,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,2129
BRO,Broward,10866,11/3/2020,2020 General Election,A002,A002,1445,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,478
BRO,Broward,10866,11/3/2020,2020 General Election,A003,A003,1910,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,787
BRO,Broward,10866,11/3/2020,2020 General Election,A004,A004,1649,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,568
BRO,Broward,10866,11/3/2020,2020 General Election,A005,A005,1691,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,794
BRO,Broward,10866,11/3/2020,2020 General Election,A006,A006,2297,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,580
BRO,Broward,10866,11/3/2020,2020 General Election,A007,A007,1854,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,680
BRO,Broward,10866,11/3/2020,2020 General Election,A008,A008,639,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,59
BRO,Broward,10866,11/3/2020,2020 General Election,A009,A009,3338,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,1228
BRO,Broward,10866,11/3/2020,2020 General Election,A010,A010,1201,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,516
BRO,Broward,10866,11/3/2020,2020 General Election,A011,A011,2270,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,71
BRO,Broward,10866,11/3/2020,2020 General Election,A012,A012,2176,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,687
BRO,Broward,10866,11/3/2020,2020 General Election,A013,A013,3478,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,1290
BRO,Broward,10866,11/3/2020,2020 General Election,A014,A014,3598,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,1106
BRO,Broward,10866,11/3/2020,2020 General Election,A015,A015,2197,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,144
BRO,Broward,10866,11/3/2020,2020 General Election,A016,A016,2083,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,673
BRO,Broward,10866,11/3/2020,2020 General Election,A017,A017,663,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,203
BRO,Broward,10866,11/3/2020,2020 General Election,A018,A018,1496,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,179
BRO,Broward,10866,11/3/2020,2020 General Election,A019,A019,1790,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,630
BRO,Broward,10866,11/3/2020,2020 General Election,A020,A020,2432,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,743
BRO,Broward,10866,11/3/2020,2020 General Election,A021,A021,1818,0,0,0,Circuit Judge," 17th Judicial Circuit, Group 16",551716,Dennis Daniel Bailey,NOP,101282188,74697,354
